"","NumCom","CodeClient","Vendeur","PaysLivraison","VilleLivraison","DateCommande","Montant","Port"
"2043",NA,"","","","","","",""
"2044",NA,"","","","","","",""
"2045",NA,"","","","","","",""
"2046",NA,"","","","","","",""
"2047",NA,"","","","","","",""
"2048",NA,"","","","","","",""
"2049",NA,"","","","","","",""
"2050",NA,"","","","","","",""
"2051",NA,"","","","","","",""
"2052",NA,"","","","","","",""
"2053",NA,"","","","","","",""
"2054",NA,"","","","","","",""
"2055",NA,"","","","","","",""
"2056",NA,"","","","","","",""
"2057",NA,"","","","","","",""
"2058",NA,"","","","","","",""
"2059",NA,"","","","","","",""
"2060",NA,"","","","","","",""
"2061",NA,"","","","","","",""
"2062",NA,"","","","","","",""
"2063",NA,"","","","","","",""
"2064",NA,"","","","","","",""
"2065",NA,"","","","","","",""
"2066",NA,"","","","","","",""
"2067",NA,"","","","","","",""
"2068",NA,"","","","","","",""
"2069",NA,"","","","","","",""
"2070",NA,"","","","","","",""
"2071",NA,"","","","","","",""
"2072",NA,"","","","","","",""
"2073",NA,"","","","","","",""
"2074",NA,"","","","","","",""
"2075",NA,"","","","","","",""
"2076",NA,"","","","","","",""
"2077",NA,"","","","","","",""
"2078",NA,"","","","","","",""
"2079",NA,"","","","","","",""
"2080",NA,"","","","","","",""
"2081",NA,"","","","","","",""
"2082",NA,"","","","","","",""
"2083",NA,"","","","","","",""
"2084",NA,"","","","","","",""
"2085",NA,"","","","","","",""
"2086",NA,"","","","","","",""
"2087",NA,"","","","","","",""
"2088",NA,"","","","","","",""
"2089",NA,"","","","","","",""
"2090",NA,"","","","","","",""
"2091",NA,"","","","","","",""
"2092",NA,"","","","","","",""
"2093",NA,"","","","","","",""
"2094",NA,"","","","","","",""
"2095",NA,"","","","","","",""
"2096",NA,"","","","","","",""
"2097",NA,"","","","","","",""
"2098",NA,"","","","","","",""
"2099",NA,"","","","","","",""
"2100",NA,"","","","","","",""
"2101",NA,"","","","","","",""
"2102",NA,"","","","","","",""
"2103",NA,"","","","","","",""
"2104",NA,"","","","","","",""
"2105",NA,"","","","","","",""
"2106",NA,"","","","","","",""
"2107",NA,"","","","","","",""
"2108",NA,"","","","","","",""
"2109",NA,"","","","","","",""
"2110",NA,"","","","","","",""
"2111",NA,"","","","","","",""
"2112",NA,"","","","","","",""
"2113",NA,"","","","","","",""
"2114",NA,"","","","","","",""
"2115",NA,"","","","","","",""
"2116",NA,"","","","","","",""
"2117",NA,"","","","","","",""
"2118",NA,"","","","","","",""
"2119",NA,"","","","","","",""
"2120",NA,"","","","","","",""
"2121",NA,"","","","","","",""
"2122",NA,"","","","","","",""
"2123",NA,"","","","","","",""
"2124",NA,"","","","","","",""
"2125",NA,"","","","","","",""
"2126",NA,"","","","","","",""
"2127",NA,"","","","","","",""
"2128",NA,"","","","","","",""
"2129",NA,"","","","","","",""
"2130",NA,"","","","","","",""
"2131",NA,"","","","","","",""
"2132",NA,"","","","","","",""
"2133",NA,"","","","","","",""
"2134",NA,"","","","","","",""
"2135",NA,"","","","","","",""
"2136",NA,"","","","","","",""
"2137",NA,"","","","","","",""
"2138",NA,"","","","","","",""
"2139",NA,"","","","","","",""
"2140",NA,"","","","","","",""
"2141",NA,"","","","","","",""
"2142",NA,"","","","","","",""
"2143",NA,"","","","","","",""
"2144",NA,"","","","","","",""
"2145",NA,"","","","","","",""
"2146",NA,"","","","","","",""
"2147",NA,"","","","","","",""
"2148",NA,"","","","","","",""
"2149",NA,"","","","","","",""
"2150",NA,"","","","","","",""
"2151",NA,"","","","","","",""
"2152",NA,"","","","","","",""
"2153",NA,"","","","","","",""
"2154",NA,"","","","","","",""
"2155",NA,"","","","","","",""
"2156",NA,"","","","","","",""
"2157",NA,"","","","","","",""
"2158",NA,"","","","","","",""
"2159",NA,"","","","","","",""
"2160",NA,"","","","","","",""
"2161",NA,"","","","","","",""
"2162",NA,"","","","","","",""
"2163",NA,"","","","","","",""
"2164",NA,"","","","","","",""
"2165",NA,"","","","","","",""
"2166",NA,"","","","","","",""
"2167",NA,"","","","","","",""
"2168",NA,"","","","","","",""
"2169",NA,"","","","","","",""
"2170",NA,"","","","","","",""
"2171",NA,"","","","","","",""
"2172",NA,"","","","","","",""
"2173",NA,"","","","","","",""
"2174",NA,"","","","","","",""
"2175",NA,"","","","","","",""
"2176",NA,"","","","","","",""
"2177",NA,"","","","","","",""
"2178",NA,"","","","","","",""
"2179",NA,"","","","","","",""
"2180",NA,"","","","","","",""
"2181",NA,"","","","","","",""
"2182",NA,"","","","","","",""
"2183",NA,"","","","","","",""
"2184",NA,"","","","","","",""
"2185",NA,"","","","","","",""
"2186",NA,"","","","","","",""
"2187",NA,"","","","","","",""
"2188",NA,"","","","","","",""
"2189",NA,"","","","","","",""
"2190",NA,"","","","","","",""
"2191",NA,"","","","","","",""
"2192",NA,"","","","","","",""
"2193",NA,"","","","","","",""
"2194",NA,"","","","","","",""
"2195",NA,"","","","","","",""
"2196",NA,"","","","","","",""
"2197",NA,"","","","","","",""
"2198",NA,"","","","","","",""
"2199",NA,"","","","","","",""
"2200",NA,"","","","","","",""
"2201",NA,"","","","","","",""
"2202",NA,"","","","","","",""
"2203",NA,"","","","","","",""
"2204",NA,"","","","","","",""
